name,crunchbase_uuid,type,primary_role,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description
Fypp,b1c407b7-1298-c5aa-aebf-40b87f4d7210,organization,company,https://www.crunchbase.com/organization/fypp?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fypp.com,http://fypp.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1447838851/n0jrmdb9bk7hql0lieh4.png",https://www.facebook.com/fypp.co,https://www.twitter.com/fypp_com,http://www.linkedin.com/company/3263471,:,Berlin,Berlin,DEU,Fypp is a website where users can find properties to purchase or rent.
Valk Fleet,0918aba5-59f7-6242-1582-17a254260be8,organization,company,https://www.crunchbase.com/organization/valk-fleet?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,valkfleet.com,http://www.valkfleet.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444337962/yvxzsfns0b5ujb6g0slt.png",https://www.facebook.com/deliveryhero,https://www.twitter.com/deliveryherocom,https://www.linkedin.com/company/delivery-hero-holding,:,Berlin,Berlin,DEU,Valk Fleet is a B2B offering that provides technology and a fleet of drivers for restaurants and take-outs who want to outsource delivery.
McMakler GmbH,cf29b2a0-0c51-4b35-fa1c-efb2c44e180d,organization,company,https://www.crunchbase.com/organization/mcmakler-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mcmakler.de,http://www.mcmakler.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444656839/klenkzttpdgogxwypn7f.png",,,,:,Berlin,Berlin,DEU,"McMakler GmbH is a real estate agency, using a fixed pricing model and combining the traditional service with web-based technology."
FDX Fluid Dynamix,0b061c1b-a3fa-8aec-3291-41897ba85eac,organization,company,https://www.crunchbase.com/organization/fdx-fluid-dynamix?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fdx.de,http://fdx.de/en/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444806027/m1d47wmsbtvpcncgtl8y.png",https://www.facebook.com/fluiddynamix,https://www.twitter.com/fluid_dynamix,https://www.linkedin.com/company/fdx-fluid-dynamix-gmbh,:,Berlin,Berlin,DEU,"The start-up Fluidic Dynamix is engaged in the design, development and commercialization of fluidic devices."
Pepper.com group,d700d815-b94c-440e-05e7-10f87b1a5a93,organization,company,https://www.crunchbase.com/organization/pepper-com-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pepper.com,http://www.pepper.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444807965/xldbvkvh8ssgvls9knp0.png",http://www.facebook.com/peppercomgroup,,https://www.linkedin.com/company/pepper.com,:,Berlin,Berlin,DEU,The world's largest social commerce group
flyiin,de1a1329-606b-3ab0-631a-16d7ac378840,organization,company,https://www.crunchbase.com/organization/flyiin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,flyiin.com,http://flyiin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1499857041/wdci66nanlzqyuecstoa.png",,https://twitter.com/weareflyiin,https://www.linkedin.com/company/flyiin,:,Berlin,Berlin,DEU,Flight booking made simple. Finally.
GameOn Media GmbH & Co. KG,c98b4488-1987-89ac-724d-bb4a210b37ec,organization,company,https://www.crunchbase.com/organization/gameon-media-gmbh-co-kg?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gameonberlin.com,http://gameonberlin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444834298/j5t22nnffpptsawz1stj.png",https://www.facebook.com/GameOnBerlin,https://twitter.com/GameOnBerlin,,:,Berlin,Berlin,DEU,"Creators of GameOn Berlin, Germany's first multimedia entertainment centre."
Loopline Systems,bbff9b9c-e830-040f-b773-331faba97ced,organization,company,https://www.crunchbase.com/organization/loopline-systems?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,loopline-systems.com,http://www.loopline-systems.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444890512/cdwn1plow4b4mgfvczrr.png",https://www.facebook.com/looplinesystems,https://twitter.com/looplinesys,https://www.linkedin.com/company/loopline-systems,:,Berlin,Berlin,DEU,"Loopline Systems is a company with focus on enabling a data-driven, potential-oriented approach to Human Resources based in Berlin, Germany."
PaperHive,48ca314c-9970-3656-0bc4-6815ec47b97f,organization,company,https://www.crunchbase.com/organization/paperhive?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,paperhive.org,https://paperhive.org,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444922395/nhchltrmjp4ipoegqxo7.png",https://www.facebook.com/paperhiveorg/,https://twitter.com/paperhive,https://www.linkedin.com/company/paperhive,:,Berlin,Berlin,DEU,The Coworking Hub for Researchers
HINT at Home,2eb582fb-75f1-36d6-bb36-947e560c9f44,organization,company,https://www.crunchbase.com/organization/hint-at-home?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hintathome.com,http://hintathome.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444921333/emskxdstbj9sw4vzharz.png",https://www.facebook.com/hintreminders,https://www.twitter.com/hintathome,,:,Berlin,Berlin,DEU,HINTs are connected helpers for the home that reminds you at the point of action to do something.
Truckin,2ed099ab-a867-7cc3-a144-911a2b98c82e,organization,company,https://www.crunchbase.com/organization/truckin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,truckin.io,http://www.truckin.io,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445014087/cnsketgobhqeui8r8fod.png",https://www.facebook.com/truckinio,https://www.twitter.com/truckin_io,https://www.linkedin.com/company/truckin,:,Berlin,Berlin,DEU,"Truckin is a community marketplace and recruitment platform that connects trucking companies with shippers, freight forwarders, and drivers."
XEAR,ae3778cc-fdcc-96b2-1b19-a41744ea9296,organization,company,https://www.crunchbase.com/organization/xear?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,xear.io,http://xear.io/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445159508/ukzar17rsp5kqnxiy0zj.png",,https://twitter.com/xear10,,:,Berlin,Berlin,DEU,Web-Based Streaming Augmented Reality
Rubina Real Estate,454b8d8d-368e-8de2-c281-8c3000096fb9,organization,company,https://www.crunchbase.com/organization/rubina-real-estate?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rubinarealestate.com,http://www.rubinarealestate.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445428748/wacnqhpmoopf0oonqisu.png",https://www.facebook.com/rubinarealestate,https://www.twitter.com/rubinare,,:,Berlin,Berlin,DEU,"A full service real estate agency based in Berlin with offices in Hong Kong, Vietnam, China, Washington and Singapore."
Pillar,65429c85-760e-8ddb-8719-a35b8be5435f,organization,company,https://www.crunchbase.com/organization/pillar-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pillarstudio.com,https://pillarstudio.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445442182/nm8rhkopxpbgxehavm5r.png",https://www.facebook.com/pillarstudio,https://www.twitter.com/pillarstudio,,:,Berlin,Berlin,DEU,"Pillar is a web development studio based in Berlin with focus on web applications, e-commerce and corporate websites."
CommerceBoard.com,586738f6-3a43-32a1-5788-b21f7999e54b,organization,company,https://www.crunchbase.com/organization/commerceboard-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,commerceboard.com,http://www.commerceboard.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1492503908/dfu2w8fndiijtgvtwfuw.png",,,https://www.linkedin.com/company-beta/10288056/,:,Berlin,Berlin,DEU,"Developer of e-Commerce software (eShop, PIM)"
Core Network Dynamics,97997b0f-9d04-bde2-b303-156e4699d7d5,organization,company,https://www.crunchbase.com/organization/core-network-dynamics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,corenetdynamics.com,http://www.corenetdynamics.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445534696/bqfj3bkppovc5yeedr9s.png",,,https://www.linkedin.com/company/5091903,:,Berlin,Berlin,DEU,"Core Network Dynamics develops OpenEPC, a complete core mobile network in software."
Metapartner,267fa140-8515-64ed-fbb2-d624c910184d,organization,company,https://www.crunchbase.com/organization/metapartner?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,metapartner.com,http://metapartner.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445543029/mocpt2jscybzmkb5wwpb.png",https://www.facebook.com/metapartner,https://www.twitter.com/metapartnercom,,:,Berlin,Berlin,DEU,Innovative quality products and services for digital media and marketing technology
HolidayPirates GmbH,b35bb227-dc21-5491-2a06-d46412ad89a3,organization,company,https://www.crunchbase.com/organization/holidaypirates-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,holidaypirates.com,http://www.holidaypirates.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445622106/d9djn8vcoqg7dbxzesfw.png",https://www.facebook.com/Holidaypiratescom,https://twitter.com/HolidayPiratePR,https://www.linkedin.com/company/holidaypirates-gmbh,:,Berlin,Berlin,DEU,"HolidayPirates is one of the fastest growing international travel companies, building next generation travel search."
Hoxton One Ltd.,ca5bb68f-5bc3-35fa-2d68-8a7c04cec564,organization,company,https://www.crunchbase.com/organization/hoxton-one-ltd?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hoxton-one.com,https://hoxton-one.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446048367/nv1c1utqfna54oojc8oa.png",,https://twitter.com/HoxtonOne,https://www.linkedin.com/company/hoxton-one-ltd-,:,Berlin,Berlin,DEU,Hoxton One builds web based trading platforms for brokers.
Digitote,84e497de-092c-e8f8-ada8-1522f0b17384,organization,company,https://www.crunchbase.com/organization/http-www-digitote-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,digitote.com,http://www.digitote.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446195233/orrbqd7yqjreb1xb8hxw.png",,,,:,Berlin,Berlin,DEU,"Digitote is a developer and provider of commercial-grade sports betting and horse racing technology, hardware, and support services."
3YOURMIND,68497002-ca54-45fd-3940-fffd02a8cb4b,organization,company,https://www.crunchbase.com/organization/3yourmind-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,3yourmind.com,http://www.3yourmind.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1481797172/nenop9u39qx631snnepi.png",https://www.facebook.com/3yourmind,https://twitter.com/3yourmind,https://www.linkedin.com/company/3yourmind,:,Berlin,Berlin,DEU,The easiest way for innovative businesses and 3D print services to optimize 3D workflows are 3D printing services online
EMPAUA GmbH,71b4cdb3-3448-d694-d1ad-a8bbf08a01b3,organization,company,https://www.crunchbase.com/organization/empaua-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,empaua.com,http://empaua.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/wkjnxipskxx8gqu1p6bf",https://www.facebook.com/empaua,https://www.twitter.com/empaua,https://www.linkedin.com/company/4831381,:,Berlin,Berlin,DEU,"EMPAUA is an independent Salesforce consultancy and designated Salesforce, Marketing Cloud, and ""Salesforce for startups""-Partner."
Flatastic,0b06e8a1-6ca1-4708-5f08-3f87ab518dea,organization,company,https://www.crunchbase.com/organization/flatastic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,flatastic-app.com,http://flatastic-app.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446576919/mrdxetrgs1wlgji8hp3b.png",https://www.facebook.com/flatastic,https://www.twitter.com/flatasticapp,,:,Berlin,Berlin,DEU,Flatastic is the household management app for people living in shared flats.
Clipping Path Creative,c8d64481-8e93-af03-4db3-9bf728232660,organization,company,https://www.crunchbase.com/organization/clipping-path-creative?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,clippingpathcreative.com,http://www.clippingpathcreative.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446739303/peursz9kb6kwproqizhl.jpg",https://www.facebook.com/clippingpathcreativeltd,https://www.twitter.com/cpcltd24,https://www.linkedin.com/in/clippingpathcreativeltd,:,Berlin-baumschulenweg,Berlin,DEU,"Clipping Path Creative, an image editing company, offers background removal, image masking, multi clipping, and color correction services."
Subsonic,2eca4559-5122-df0d-8d9a-e63af6e072aa,organization,company,https://www.crunchbase.com/organization/subsonic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sub-sonic.de,http://sub-sonic.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",,,,:,Berlin,Berlin,DEU,Subsonic Productions and Basement Arts Publishing.
auticon,11c15c59-0741-6052-a058-b6bc21a19e85,organization,company,https://www.crunchbase.com/organization/auticon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,auticon.de,http://auticon.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446880166/oyr682ypprya6p3gtpno.png",,https://www.twitter.com/auticon,,:,Berlin,Berlin,DEU,auticon offers a portfolio of quality management services.
PLEEK,1b2de4bb-5fcd-74b6-edc7-199347873138,organization,company,https://www.crunchbase.com/organization/pleek-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pleek.fm,https://www.pleek.fm/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446894029/spni61muzyi7whdglnah.png",https://www.facebook.com/PLEEKFM,https://twitter.com/pleekfm,,:,Berlin,Berlin,DEU,PLEEK is a social-mixtape platform.
Springer Nature,28a0b26f-bccf-4d5d-b3c4-664c2487cfa5,organization,company,https://www.crunchbase.com/organization/springer-nature?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,springernature.com,http://www.springernature.com/in/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1446902614/qwsvrerof5hbmte8km3d.png",,https://www.twitter.com/springernature,https://www.linkedin.com/company/springer-nature,:,Berlin,Berlin,DEU,"Springer Nature is a leading global research, educational and professional publisher, home to an array of respected and trusted brands"
Sicoya,73da8047-d01e-e3c4-b724-63dd92fd1c4a,organization,company,https://www.crunchbase.com/organization/sicoya?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sicoya.de,http://www.sicoya.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1447130169/iuuter0tej55ba6yzi15.png",,,https://www.linkedin.com/in/sicoya-gmbh-65b168124,:,Berlin,Berlin,DEU,Germany-based company that develops integrated optical silicon photonics transceiver chips
qmBase,b0ec7deb-4c35-e406-2e44-e1f7850978d0,organization,company,https://www.crunchbase.com/organization/caq-io?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,qmbase.com,http://qmbase.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1474640210/ncmi5lwgqyuha24udbhb.png",https://www.facebook.com/qmbase,https://www.twitter.com/qmbase,https://www.linkedin.com/company/qmbase,:,Berlin,Berlin,DEU,qmBase is a Germany based software company developing quality assurance software for small- and medium-sized companies.
Bjooli,7cd306c1-7705-175e-5276-c73471366ca5,organization,company,https://www.crunchbase.com/organization/bjooli?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bjooli.com,http://www.bjooli.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1447395322/vwhqak0wcjhxwhjmnpyj.png",https://www.facebook.com/bjooli/info/?tab=page_info,https://twitter.com/bjooli_com,,:,Berlin,Berlin,DEU,Bjooli is a Online-Marktplatz fÃ¼r klassische Fahrzeugteile
PricePanda Group,c64687a3-bd83-9cf5-7f0e-fc7559f8a200,organization,company,https://www.crunchbase.com/organization/pricepanda-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pricepanda.co.id,http://www.pricepanda.co.id/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1447766762/aizwucwil1wbyxpkp8l4.png",https://www.facebook.com/PricePandaIndonesia,https://twitter.com/PricePanda_ID,https://www.linkedin.com/company/2920707?trk=prof-exp-company-name,:,Berlin,Berlin,DEU,PricePanda is a Rocket Internet Company
