name,crunchbase_uuid,type,primary_role,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description
Clever Elements GmbH,a6deffd3-68de-ad58-2e22-17e586cca231,organization,company,https://www.crunchbase.com/organization/clever-elements-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cleverelements.com,http://cleverelements.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1441524297/dolnscwy0lh7m8kvsl4y.png",,,,:,Berlin,Berlin,DEU,Clever Elements GmbH is a email marketing software for worldwide use.
Von Consulting GmbH,e6d259f5-f733-2744-6cba-bb830890e2d7,organization,company,https://www.crunchbase.com/organization/von-consulting-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,von-gmbh.net,http://www.von-gmbh.net/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1441690999/dr5xqs34elxc8mkjinnh.png",,https://www.twitter.com/vongmbh,,:,Berlin,Berlin,DEU,Von Consulting GmbH is an experienced and innovative software development and consulting company in the fields of SAP business software.
LIQID Investments GmbH,914b1831-e28a-8977-af1e-f70793c9286b,organization,company,https://www.crunchbase.com/organization/liqid-investments?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,liqid.de,https://www.liqid.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442385026/brbmnwsjwislttokmi3f.png",https://www.facebook.com/LIQIDTechnology,https://twitter.com/LIQID,https://www.linkedin.com/company/liqid,:,Berlin,Berlin,DEU,Digital Wealth Management
BENOCS,bdb8da80-d3cd-6753-96cc-22749a2533f4,organization,company,https://www.crunchbase.com/organization/benocs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,benocs.com,http://www.benocs.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1441908549/ox0emkin1a8aocwj47c2.png",,https://www.twitter.com/benocsnetworks,https://www.linkedin.com/company/benocs,:,Berlin,Berlin,DEU,BENOCS removes internet traffic complexity by providing real-time network visibility & optimization tools to Service Providers and CDNs.
LudInc,f62f3397-80f8-feb1-19ae-b9454e8604f4,organization,company,https://www.crunchbase.com/organization/ludinc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ludinc.de,https://ludinc.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1441991737/z0ru0rzjtxf6g6rxkac3.jpg",https://www.facebook.com/ludinc,https://www.twitter.com/ludinc,,:,Berlin,Berlin,DEU,LudInc makes and distributes innovative learning games and childrenâ€™s media.
SUMUP Germany,6d0df17c-b608-f805-40ce-f7e4af7b5614,organization,company,https://www.crunchbase.com/organization/sumup-germany?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sumup.de,https://sumup.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442144909/dmczktcqikw0eklxywcv.png",https://www.facebook.com/sumup,https://twitter.com/sumup_de,,:,Berlin,Berlin,DEU,The easiest way for small businesses and sole traders to accept card payments.
Move24,19d4de74-fa03-bffa-debf-0d2a5c280403,organization,company,https://www.crunchbase.com/organization/movago?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,move24.com,http://www.move24.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1468490938/o1p9inn6b0ijxkn8alof.jpg",https://www.facebook.com/move24careers,,https://www.linkedin.com/company/Move24-Group-GmbH,:,Berlin,Berlin,DEU,"Move24 is a Berlin, Germany-based tech driven professional moving platform"
massagio,ce39279b-b4d9-fa04-1ece-85812305e681,organization,company,https://www.crunchbase.com/organization/massagio?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,massagio.de,http://www.massagio.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442244120/lnahfj2imvbehsfrithm.jpg",https://www.facebook.com/massagiode,https://www.twitter.com/massagiode,,:,Berlin,Berlin,DEU,High-quality massage on demand within a few hours - wherever you want it. Book a relaxing treatment easier than ever before via web or app.
Quicket,d5cdc754-0d29-929b-bcae-82252b3a14e5,organization,company,https://www.crunchbase.com/organization/quicket-kwiket?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,quicket.to,http://quicket.to/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442265366/rfibvsv0zrpqb64tkph7.png",https://www.facebook.com/Quicketapp,https://twitter.com/Quicket_app,https://www.linkedin.com/company/9285361,:,Berlin,Berlin,DEU,Quicket is your travel companion for mobile phones and smartwatches.
Complementors,20387c76-d8ad-97c9-dedb-9a1cf8f3d929,organization,company,https://www.crunchbase.com/organization/complementors?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,complementors.com,https://complementors.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442374736/febjc3nn2lfbtztvsain.png",https://www.facebook.com/complementors,https://twitter.com/complementorapp,https://www.linkedin.com/company/complementors,:,Berlin,Berlin,DEU,Complementors.com is your peer-to-peer mentoring platform.
Federal Foreign Office,ce32fd38-3e08-6c43-d2b5-0c1847031b4a,organization,company,https://www.crunchbase.com/organization/federal-foreign-office?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,auswaertiges-amt.de,http://www.auswaertiges-amt.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442475691/xtqethqzkfedpy5sao4g.png",https://www.facebook.com/auswaertigesamt,https://www.twitter.com/auswaertigesamt,,:,Berlin,Berlin,DEU,The Federal Foreign Office represents Germanyâ€™s interests to the world.
Clang,53357482-d12e-6eef-01a0-2251c98f47d7,organization,company,https://www.crunchbase.com/organization/clang?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,clangmusic.com,http://www.clangmusic.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1448633600/dygflz8o25krzbbhbh3c.png",https://www.facebook.com/clangstreaming,https://twitter.com/clangdiscovery,https://www.linkedin.com/company/10009821,:,Berlin,Berlin,DEU,Clang provides holistic business intelligence solutions for the music industry.
skypoint-e GmbH,af30d8c1-d031-e723-8ee6-ed913925f1b2,organization,company,https://www.crunchbase.com/organization/skypoint-e?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,skypoint-e.com,http://www.skypoint-e.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442490412/xtfgfcgfvdovq2upgkvk.jpg",https://www.facebook.com/skypoint-e-gmbh-200374940308413,https://www.twitter.com/skypoint_e,https://www.linkedin.com/company/skypoint-e-gmbh,:,Berlin,Berlin,DEU,storm resistant drones for longtime missions on local areas
Cobot,b0e4b6ed-2e71-61c2-80ae-6774d5d788fa,organization,company,https://www.crunchbase.com/organization/cobot?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cobot.me,https://www.cobot.me/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442492952/bapch4qf5v5199d7qd0t.png",https://www.facebook.com/cobot.me,https://twitter.com/cobot_me,,:,Berlin,Berlin,DEU,Cobot is a management software for coworking spaces.
Motors Myanmar,ccacc208-4d24-ac27-3fdc-2914db46d3be,organization,company,https://www.crunchbase.com/organization/motors-myanmar?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,motors.com.mm,http://en.motors.com.mm/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442494671/mvctbwmawwqrnqz9q31q.png",https://www.facebook.com/motorsmm,https://www.twitter.com/motors_com_mm,,:,Berlin,Berlin,DEU,"Motors.com.mm is the e-commerce platform for buying and selling motor vehicles, operating in Myanmar, under Carmudi."
webuyyourcar GROUP,d58a380d-82e4-c8d1-e28a-ac29915db53f,organization,company,https://www.crunchbase.com/organization/webuyyourcar-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,webuyyourcargroup.com,http://www.webuyyourcargroup.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442498258/imsg6yq9gulesn3thda5.png",https://www.facebook.com/webuyyourcarUSA/,,,:,Berlin,Berlin,DEU,webuyyourcar GROUP offers an online service that enables its users to sell their automobiles.
CrossEngage,216280c4-51af-4b6b-8a38-5a856079cc1f,organization,company,https://www.crunchbase.com/organization/crossengage?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,crossengage.io,http://www.crossengage.io,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1489747236/lpbhgcyl2ftwk25xkt92.jpg",https://www.facebook.com/CrossEngage/,https://twitter.com/crossengage,https://www.linkedin.com/company/crossengage,:,Berlin,Berlin,DEU,Cloud based solution for Cross-Channel Marketing Orchestration
Karosso,ee07f5ff-f753-e949-0058-888ac72e1f2a,organization,company,https://www.crunchbase.com/organization/karosso?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,karosso.de,http://www.karosso.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442589299/nsdayf22dbv2oqaz7ptd.png",http://facebook.com/karosso.de,https://twitter.com/Karosso_de,https://www.linkedin.com/company/karosso,:,Berlin,Berlin,DEU,Karosso improves the way pre-owned cars are bought and sold online.
CATERWINGS,b2fa1e28-cf1d-28a5-6662-834cb0ec611e,organization,company,https://www.crunchbase.com/organization/caterwings?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,caterwings.de,http://www.caterwings.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1485857353/knbvbcwzflzfjktuwwl3.jpg",https://www.facebook.com/CATERWINGS.de,https://twitter.com/caterwings,https://www.linkedin.com/company/10173335?trk=prof-exp-company-name,:,Berlin,Berlin,DEU,"CATERWINGS finds the perfect catering service for your occasion, in record time, with unparalleled flexibility."
Locanis,a94f0734-6268-911a-1a46-e16ec3a1077a,organization,company,https://www.crunchbase.com/organization/locanis?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,locanis.com,http://www.locanis.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1458302667/phufjodaaovyasaiqsyc.png",,,,:,Berlin,Berlin,DEU,Wharehouse optimizing via hard- and software
ExoMatch,0a92e161-6e6f-dfff-33b8-1dcc3e5136d3,organization,company,https://www.crunchbase.com/organization/exomatch?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,exomatch.com,http://www.exomatch.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1478089635/vocvykfpspxocwdw0utj.png",https://www.facebook.com/exomatch/,https://twitter.com/exomatch,https://www.linkedin.com/company/4860497?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_4860497%2Cidx%3A0,:,Berlin,Berlin,DEU,Influencer Marketing Marketplace
Refugees Welcome,ae29d1be-61d3-abff-6604-4f0d4d3897ee,organization,company,https://www.crunchbase.com/organization/xq-america?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,refugees-welcome.net,http://www.refugees-welcome.net/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442731686/wuwnvbop5vrdhkcptuct.png",https://www.facebook.com/fluechtlingewillkommen,https://twitter.com/FlchtlngWllkmmn,,:,Berlin,Berlin,DEU,A platform that nationwide residential living space to GeflÃ¼chte te conveys.
Labiotech.eu,53b93992-3118-2616-1427-1ae3a124df07,organization,company,https://www.crunchbase.com/organization/labiotech-eu?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,labiotech.eu,http://labiotech.eu,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1479072423/vbgtvera97yyorobsm7h.jpg",https://www.facebook.com/labiotech.eu?_rdr=p,https://twitter.com/labiotech_eu,https://www.linkedin.com/company/labiotech-eu,:,Berlin,Berlin,DEU,Labiotech.eu is the leading digital media covering the European Biotech industry.
Aristolo,e683f73b-0051-58f7-f712-4004bb94ce0c,organization,company,https://www.crunchbase.com/organization/aristolo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aristolo.com,http://www.aristolo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",https://www.facebook.com/aristolode,https://www.twitter.com/aristolode,https://www.linkedin.com/company/aristolo,:,Berlin,Berlin,DEU,Aristolo helps researchers to find relevant information faster.
Hubject,4d67229e-6207-dcb7-1537-d28eb3e49065,organization,company,https://www.crunchbase.com/organization/hubject?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hubject.com,https://www.hubject.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442807287/rzscfpicku5lvvadoshi.png",,https://www.twitter.com/hubject,https://www.linkedin.com/company/hubject---joint-venture-of-bmw-group-bosch-daimler-enbw-innogy-&-siemens,:,Berlin,Berlin,DEU,Berlin-based Hubject GmbH is a joint venture
Cookies App,a65b9a48-7f79-3e54-e75f-76e02df3f470,organization,company,https://www.crunchbase.com/organization/cookies-labs-ug?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cookies-app.com,https://cookies-app.com/en/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442910497/vbn9uz4nsctournw6fqz.png",https://www.facebook.com/cookiesapp,https://twitter.com/CookiesApp_,,:,Berlin,Berlin,DEU,Cookies App is a mobile app that provides money transfer from person to person.
XAAX,1a7959f9-8151-db67-dbb3-f73ec73072f6,organization,company,https://www.crunchbase.com/organization/xaax?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,xaax.biz,http://xaax.biz,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442954035/hxkvwxvqokqrod0xsab5.png",,https://twitter.com/xaax_mobile,,:,Berlin,Berlin,DEU,XAAX provides an alternative to roaming.
Veyo Care,d1a8c15a-2850-d98a-bda3-4423adb9373f,organization,company,https://www.crunchbase.com/organization/veyo-care?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,veyo-pflege.de,https://www.veyo-pflege.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1473765479/owbnbywioxowfrxcvvyn.png",https://www.facebook.com/veyocare,https://www.twitter.com/veyocare,,:,Berlin,Berlin,DEU,"Veyo Care is a platform that enables families, caregivers and care seekers build long term relationship from anywhere, at any time."
VJSUAL (YYM Media Solutions GmbH),6a2caf21-a7c4-16dc-ca75-045292545ccf,organization,company,https://www.crunchbase.com/organization/vjsual-yym-media-solutions-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,vjsual.com,http://www.vjsual.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443099120/fwljukpn0xbzm9bujqx4.png",https://www.facebook.com/297360373775542,https://www.twitter.com/vjsual_en,https://www.linkedin.com/company/vjsual-yym-media-solutions-gmbh,:,Berlin,Berlin,DEU,Our lean process allows us to produce high quality videos at a low cost. Great for us. Even better for you!.
MedLango,925166c2-2482-d58a-bfbd-928db3ac0993,organization,company,https://www.crunchbase.com/organization/medlango?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,medlango.com,http://medlango.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443099573/zv4fjhm7ib1ggxldisbn.png",https://www.facebook.com/medlango,https://www.twitter.com/medlango,https://www.linkedin.com/company/medlango-gmbh,:,Berlin,Berlin,DEU,"MedLango is an online platform, which connects patients and doctors with most experienced translators and interpreters in the medical field."
EntroPi,039bd5f3-781a-c1af-42d3-beebb9ebb54b,organization,company,https://www.crunchbase.com/organization/entropi?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,entropi.io,http://entropi.io,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443129099/qezqdnejtd4fkxwbnrk5.png",,,https://www.linkedin.com/company-beta/10195496/,:,Berlin,Berlin,DEU,EntroPi is a Germany-based app development company that offers its users with Gait mobile app.
Aircloak,ca1a3fe1-d04a-8aef-e98a-1e638baae761,organization,company,https://www.crunchbase.com/organization/aircloak?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aircloak.com,https://www.aircloak.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443165160/owbejcmyx8cifwkmzhwq.png",,https://twitter.com/aircloak,,:,Berlin,Berlin,DEU,"Aircloak is a fast-growing early stage startup, based in Germany and with an international mindset."
Rocket Data Intelligence,3a412551-849b-fba5-b8e4-c6403ce78224,organization,company,https://www.crunchbase.com/organization/rocket-data-intelligence?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rocket-di.com,http://www.rocket-di.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445364766/pe9mr6lyhtavuetgvpsa.png",,,,:,Berlin,Berlin,DEU,We build incredible scalable software solutions for individual digital image processing and configurations of products
Collective22 Media,f75c6fac-e44f-b1ad-ca9a-595d8f18368b,organization,company,https://www.crunchbase.com/organization/collective22-media?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fbcollective.com,http://www.fbcollective.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443187022/orgwpmh17oijkffnodoc.png",,,,:,Berlin,Berlin,DEU,Collective22 pools blog content and curates it in content-cluster networks to ensure maximum reach.
UNTOLD - Telling the world's stories,cb4308c0-419c-1b75-22c9-a04774a16355,organization,company,https://www.crunchbase.com/organization/untold?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,untold.st,http://untold.st,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443200592/smhgpuaq77xqiv3sdyzv.png",https://www.facebook.com/UNTOLDst,https://twitter.com/UNTOLD_st,,:,Berlin,Berlin,DEU,"UNTOLD is a collaborative storytelling engine for authors, editors, designers and developers - re-inventing the way stories are told"
The Berlin Event Agency,4f141278-c667-2d49-b813-a82f21f87a92,organization,company,https://www.crunchbase.com/organization/the-berlin-event-agency?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,event-agency-berlin.com,http://event-agency-berlin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443300717/uwblibdteb5q3hykygge.png",,,http://www.linkedin.com/company/event-agency-berlin,:,Berlin,Berlin,DEU,"Event Agency, exhibition stand build, audio visual technology, event staff and communications agency."
24-7 Entertainment GmbH,2800d527-e514-50b3-375a-aeab08548357,organization,company,https://www.crunchbase.com/organization/24-7-entertainment?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,247entertainment.com,http://247entertainment.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443474124/x0moqlg8lpqqarfl771w.jpg",https://www.facebook.com/entertain247,,https://www.linkedin.com/company-beta/72435/?pathWildcard=72435,:,Berlin,Berlin,DEU,24-7 Entertainment is the only digital music service provider.
FF Entertainment GmbH,cab82fa3-1183-5d09-6144-14070c9b967a,organization,company,https://www.crunchbase.com/organization/script-to-movie?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ffentertainment.de,http://www.ffentertainment.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443612091/ipxipk84m8ivo315enoo.png",,,,:,Berlin,Berlin,DEU,Software and Film production company
The SaaS Co.,805138e7-dc68-8dfa-9d62-5b7d1c8ade6a,organization,company,https://www.crunchbase.com/organization/the-saas-co?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thesaas.co,http://thesaas.co/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443636809/nr4mp8hhlebugmwmttvx.png",https://www.facebook.com/thesaascompany/?fref=ts,https://twitter.com/thesaascompany,https://www.linkedin.com/company/5286077?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A5286077%2Cidx%3A3-1-6%2CtarId%3A1467619617003%2Ctas%3Athe%20saas%20,:,Berlin,Berlin,DEU,Artificial intelligence for sales & customer care
Mynigma,03f4a85a-912c-32eb-454c-9de989fa32e9,organization,company,https://www.crunchbase.com/organization/mynigma?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mynigma.org,https://mynigma.org,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443714544/hzyunyah2fswfur3bpmn.jpg",https://facebook.com/mynigma,https://twitter.com/Mynigma,https://www.linkedin.com/company/mynigma,:,Berlin,Berlin,DEU,Mynigma is a platform extension that encrypts and deciphers every email sent and received.
Honeypot,1b20bdae-895d-e194-fc94-6a3b434e6770,organization,company,https://www.crunchbase.com/organization/honeypot?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,honeypot.io,https://www.honeypot.io/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443729643/nb6vsopful4a52lszrdf.png",https://www.facebook.com/honeypotio,https://www.twitter.com/honeypotio,https://www.linkedin.com/company/10210811?trk=prof-exp-company-name,:,Berlin,Berlin,DEU,"Honeypot is Europe's developer-focused job platform, matching tech talent with companies."
Travis Foundation,be0283e6-688d-76f7-a7bb-aac8e52d3e93,organization,company,https://www.crunchbase.com/organization/travis-foundation?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,travis-ci.org,http://foundation.travis-ci.org/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443844411/auyidreubxkse1uinocc.png",,https://www.twitter.com/travisci,,:,Berlin,Berlin,DEU,Travis Foundation is a non-profit initiative aiming to give back and pay forward to the Open Source community.
cantinio,723415b5-cd73-9152-114b-0f5bd0464056,organization,company,https://www.crunchbase.com/organization/cantinio-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cantinio.com,https://www.cantinio.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1443880478/spsgr44fwqbb1ghroipb.png",https://www.facebook.com/cantiniocom-1420635914902925,https://twitter.com/cantinio_com,https://www.linkedin.com/company/cantinio-com,:,Berlin,Berlin,DEU,Cantinio is a provider of lunch menus and specials for area restaurants.
Little Sun,197e8b7a-56d2-6b7f-086c-59a809c79442,organization,company,https://www.crunchbase.com/organization/little-sun?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,littlesun.com,http://www.littlesun.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444043207/k0jpgitzbh6zgvv1lplg.png",https://www.facebook.com/ilovelittlesun?_rdr=p,https://twitter.com/littlesun,https://www.linkedin.com/company/little-sun,:,Berlin,Berlin,DEU,"Little Sun provide clean, solar-powered Little Sun light to as many people in the world as we can."
Solarkiosk,1739b0ef-199e-1498-ea59-2992f63c8e75,organization,company,https://www.crunchbase.com/organization/solarkiosk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,solarkiosk.eu,http://solarkiosk.eu,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",https://www.facebook.com/solarkiosk,https://www.twitter.com/solarkiosk,,:,Berlin,Berlin,DEU,"Solarkiosk designs solar-powered technology for Base-of-the-Pyramid communities worldwide, providing affordable solar products."
GrundgrÃ¼n,369fbbb1-8842-77e9-3e68-354b4d33b4a8,organization,company,https://www.crunchbase.com/organization/grundgrÃ¼n?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,grundgruen.de,http://www.grundgruen.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1478717953/uxguvddrzu6razfiobr6.png",,,,:,Berlin,Berlin,DEU,"First full scale renewable energy utility in Germany direct marketing wind and solar power, trading on EPEX and selling power to consumers."
Example42,b011bc81-8251-f61e-90a9-1ef4d0c8066c,organization,company,https://www.crunchbase.com/organization/example42?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,example42.com,http://www.example42.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444114222/bbinmywaksl4vlkuvync.png",https://www.facebook.com/example42puppetmodules,https://www.twitter.com/example42,https://www.linkedin.com/company/example42,:,Berlin,Berlin,DEU,"We believe in Open Source, DevOps culture and knowledge sharing. We love Puppet and all the technologies that make IT operations smarter."
Green City Solutions,ec23cf9a-bd9e-0d99-d537-41a6fd4106af,organization,company,https://www.crunchbase.com/organization/green-city-solutions?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,greencitysolutions.de,http://greencitysolutions.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1492801243/weq2bgucjwwcwwbxmvej.jpg",https://business.facebook.com/mygcs,https://twitter.com/mycitytree,https://www.linkedin.com/company/greencitysolutions-gmbh-&-co-kg,:,Berlin,Berlin,DEU,We grow clean air!
Lumenaza GmbH,02566f4c-e2e6-197e-0ed0-ab86e984e743,organization,company,https://www.crunchbase.com/organization/lumenaza?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lumenaza.de,https://www.lumenaza.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1467876909/waaiicfo827dqp6c201t.png",https://www.facebook.com/lumenaza,https://www.twitter.com/lumenaza,https://www.linkedin.com/company/lumenaza-gmbh,:,Berlin,Berlin,DEU,"Lumenaza offers green electricity solutions to individuals, farmers and cooperatives."
Umzugshelfer Berlin,092d3763-1ea3-8330-8096-d3d8e3ca8bf3,organization,company,https://www.crunchbase.com/organization/umzugshelfer-berlin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,umzugshelfer-berlin.de,https://umzugshelfer-berlin.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444235958/gshu2mexpbranachbqdq.png",https://www.facebook.com/umzugshelfer.berlin.original,https://twitter.com/umzugshelfer030,https://www.linkedin.com/company/umzugshelfer-berlin,:,Berlin,Berlin,DEU,"Relocation service, self-storage, movers, relocation company."
Urban Inside,101f1c5e-215d-e6b8-b33a-d3ce3bc60a8d,organization,company,https://www.crunchbase.com/organization/urban-inside?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,urban-inside.com,http://www.urban-inside.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444315402/hwkwgdmdtrpydsd7bhnx.png",https://www.facebook.com/anjastepanovaphotographer,,,:,Berlin,Berlin,DEU,Berlin Gude by locals. It is a new online guidebook for Russian-speaking audience which has no analogues.
